model,g_avail,J_ATP,J_ATP_glyc,J_ATP_resp,frac_glyc,phi_G,phi_R,phenotype,eps_ratio,organism
Model B (Kukurugya),0.037500749163879604,0.08665139569927302,0.07403067354679972,0.012620722152473294,0.8543506189297401,0.16093624684086896,0.09906375315913105,mixed,0.2769565217391304,ecoli
Model B (Kukurugya),0.038000745819397996,0.08739017352079863,0.07505243481529576,0.012337738705502869,0.8588200685679321,0.1631574669897734,0.0968425330102266,mixed,0.27695652173913043,ecoli
Model B (Kukurugya),0.038500742474916395,0.08812895134232426,0.07607419608379183,0.012054755258532435,0.8632145841415103,0.1653786871386779,0.09462131286132211,mixed,0.27695652173913043,ecoli
Model B (Kukurugya),0.03900073913043479,0.0888677291638499,0.07709595735228789,0.01177177181156201,0.8675360344826882,0.16759990728758234,0.09240009271241767,mixed,0.2769565217391304,ecoli
Model B (Kukurugya),0.03950073578595319,0.08960650698537552,0.07811771862078394,0.011488788364591577,0.8717862267919154,0.16982112743648684,0.09017887256351317,mixed,0.27695652173913043,ecoli
Model B (Kukurugya),0.04000073244147158,0.09034528480690114,0.07913947988928,0.01120580491762115,0.8759669091577741,0.17204234758539128,0.08795765241460873,mixed,0.2769565217391304,ecoli
Model B (Kukurugya),0.04050072909698997,0.09108406262842678,0.08016124115777605,0.010922821470650722,0.8800797729542448,0.17426356773429574,0.08573643226570427,mixed,0.2769565217391304,ecoli
Model B (Kukurugya),0.04100072575250837,0.0918228404499524,0.0811830024262721,0.010639838023680293,0.8841264551222472,0.1764847878832002,0.0835152121167998,mixed,0.2769565217391304,ecoli
Model B (Kukurugya),0.04150072240802676,0.09256161827147802,0.08220476369476816,0.010356854576709864,0.8881085403419181,0.17870600803210468,0.08129399196789533,mixed,0.2769565217391304,ecoli
Model B (Kukurugya),0.04200071906354516,0.09330039609300365,0.08322652496326421,0.010073871129739434,0.8920275631016871,0.18092722818100915,0.07907277181899086,mixed,0.2769565217391304,ecoli
Model B (Kukurugya),0.04250071571906355,0.09403917391452926,0.08424828623176026,0.00979088768276901,0.8958850096698234,0.1831484483299136,0.07685155167008642,mixed,0.2769565217391304,ecoli
Model B (Kukurugya),0.043000712374581945,0.09477795173605488,0.08527004750025631,0.00950790423579858,0.8996823199737748,0.18536966847881806,0.07463033152118195,mixed,0.2769565217391304,ecoli
Model B (Kukurugya),0.043500709030100344,0.09551672955758052,0.08629180876875236,0.00922492078882815,0.9034208893922915,0.18759088862772252,0.07240911137227748,mixed,0.2769565217391304,ecoli
Model B (Kukurugya),0.044000705685618736,0.09625550737910614,0.08731357003724842,0.008941937341857721,0.9071020704650223,0.189812108776627,0.07018789122337302,mixed,0.2769565217391304,ecoli
Model B (Kukurugya),0.04450070234113713,0.09699428520063176,0.08833533130574446,0.008658953894887295,0.9107271745239801,0.19203332892553143,0.06796667107446858,mixed,0.2769565217391304,ecoli
Model B (Kukurugya),0.04500069899665553,0.0977330630221574,0.08935709257424053,0.008375970447916863,0.9142974732510131,0.19425454907443593,0.06574545092556408,mixed,0.2769565217391304,ecoli
Model B (Kukurugya),0.04550069565217392,0.098471840843683,0.09037885384273657,0.008092987000946437,0.9178142001651673,0.19647576922334037,0.06352423077665964,mixed,0.2769565217391304,ecoli
Model B (Kukurugya),0.04600069230769231,0.09921061866520864,0.09140061511123262,0.007810003553976008,0.9212785520435945,0.19869698937224484,0.06130301062775517,mixed,0.2769565217391304,ecoli
Model B (Kukurugya),0.04650068896321071,0.09994939648673426,0.09242237637972868,0.007527020107005579,0.9246916902794445,0.2009182095211493,0.059081790478850704,mixed,0.2769565217391304,ecoli
Model B (Kukurugya),0.0470006856187291,0.10068817430825988,0.09344413764822473,0.0072440366600351495,0.9280547421799773,0.20313942967005377,0.056860570329946236,mixed,0.2769565217391304,ecoli
Model B (Kukurugya),0.0475006822742475,0.1014269521297855,0.09446589891672079,0.00696105321306472,0.9313688022079439,0.20536064981895824,0.05463935018104177,mixed,0.27695652173913043,ecoli
Model B (Kukurugya),0.048000678929765894,0.10216572995131114,0.09548766018521684,0.006678069766094295,0.9346349331691082,0.20758186996786268,0.05241813003213733,mixed,0.2769565217391304,ecoli
Model B (Kukurugya),0.048500675585284286,0.10290450777283676,0.0965094214537129,0.006395086319123866,0.937854167348615,0.20980309011676715,0.05019690988323286,mixed,0.2769565217391304,ecoli
Model B (Kukurugya),0.049000672240802685,0.1036432855943624,0.09753118272220895,0.006112102872153437,0.9410275075987565,0.21202431026567162,0.04797568973432839,mixed,0.2769565217391304,ecoli
Model B (Kukurugya),0.04950066889632108,0.10438206341588802,0.09855294399070501,0.0058291194251830075,0.9441559283805482,0.21424553041457609,0.045754469585423924,mixed,0.2769565217391304,ecoli
Model B (Kukurugya),0.05000066555183948,0.10512084123741364,0.09957470525920106,0.005546135978212578,0.9472403767613815,0.21646675056348055,0.043533249436519456,mixed,0.2769565217391304,ecoli
Model B (Kukurugya),0.05050066220735787,0.10585961905893927,0.10059646652769712,0.0052631525312421485,0.9502817733709036,0.21868797071238502,0.04131202928761499,mixed,0.2769565217391304,ecoli
Model B (Kukurugya),0.05100065886287626,0.10659839688046488,0.10161822779619316,0.004980169084271723,0.9532810133171489,0.22090919086128946,0.03909080913871055,mixed,0.2769565217391304,ecoli
Model B (Kukurugya),0.05150065551839466,0.10733717470199051,0.10263998906468923,0.00469718563730129,0.9562389670648357,0.22313041101019396,0.03686958898980605,mixed,0.2769565217391304,ecoli
Model B (Kukurugya),0.05200065217391305,0.10807595252351614,0.10366175033318527,0.004414202190330865,0.9591564812776423,0.2253516311590984,0.03464836884090161,mixed,0.2769565217391304,ecoli
Model B (Kukurugya),0.052500648829431444,0.10881473034504174,0.10468351160168131,0.004131218743360439,0.9620343796261709,0.22757285130800284,0.03242714869199717,mixed,0.2769565217391304,ecoli
Model B (Kukurugya),0.05300064548494984,0.10955350816656738,0.10570527287017738,0.0038482352963900065,0.96487346356322,0.22979407145690733,0.030205928543092675,mixed,0.2769565217391304,ecoli
Model B (Kukurugya),0.053500642140468235,0.110292285988093,0.10672703413867342,0.003565251849419581,0.9676745130678995,0.23201529160581177,0.027984708394188235,mixed,0.2769565217391304,ecoli
Model B (Kukurugya),0.05400063879598663,0.11103106380961862,0.10774879540716947,0.0032822684024491513,0.9704382873600388,0.23423651175471624,0.025763488245283767,mixed,0.2769565217391304,ecoli
Model B (Kukurugya),0.054500635451505026,0.11176984163114426,0.10877055667566553,0.0029992849554787222,0.9731655255862599,0.2364577319036207,0.0235422680963793,mixed,0.2769565217391304,ecoli
Model B (Kukurugya),0.05500063210702342,0.11250861945266988,0.10979231794416158,0.002716301508508293,0.9758569474790242,0.23867895205252518,0.02132104794747483,mixed,0.2769565217391304,ecoli
Model B (Kukurugya),0.05550062876254182,0.1132473972741955,0.11081407921265764,0.002433318061537864,0.9785132539898794,0.24090017220142965,0.019099827798570362,mixed,0.2769565217391304,ecoli
Model B (Kukurugya),0.05600062541806021,0.11398617509572112,0.11183584048115369,0.0021503346145674345,0.9811351278980835,0.24312139235033411,0.016878607649665894,mixed,0.2769565217391304,ecoli
Model B (Kukurugya),0.0565006220735786,0.11472495291724676,0.11285760174964975,0.0018673511675970091,0.983723234395712,0.24534261249923855,0.014657387500761454,mixed,0.2769565217391304,ecoli
Model B (Kukurugya),0.057000618729097,0.11546373073877238,0.1138793630181458,0.0015843677206265764,0.9862782216503027,0.24756383264814305,0.012436167351856958,mixed,0.2769565217391304,ecoli
Model B (Kukurugya),0.05750061538461539,0.11620250856029801,0.11490112428664186,0.0013013842736561507,0.9888007213460382,0.2497850527970475,0.010214947202952518,mixed,0.2769565217391304,ecoli
Model B (Kukurugya),0.05800061204013379,0.11694128638182363,0.11592288555513791,0.0010184008266857214,0.9912913492044156,0.25200627294595196,0.00799372705404805,glycolysis,0.2769565217391304,ecoli
Model B (Kukurugya),0.058500608695652184,0.11768006420334925,0.11694464682363397,0.0007354173797152922,0.9937507054853021,0.2542274930948564,0.005772506905143582,glycolysis,0.2769565217391304,ecoli
Model B (Kukurugya),0.059000605351170576,0.11841884202487489,0.11796640809213002,0.00045243393274486303,0.9961793754692363,0.2564487132437609,0.0035512867562391137,glycolysis,0.2769565217391304,ecoli
Model B (Kukurugya),0.059500602006688975,0.11915761984640051,0.11898816936062608,0.00016945048577443383,0.9985779299217887,0.25866993339266536,0.0013300666073346457,glycolysis,0.2769565217391304,ecoli
Model B (Kukurugya),0.06000059866220737,0.11960000000000001,0.11960000000000001,0.0,1.0,0.26,0.0,glycolysis,0.0,ecoli
Model B (Kukurugya),0.06050059531772576,0.11960000000000001,0.11960000000000001,0.0,1.0,0.26,0.0,glycolysis,0.0,ecoli
Model B (Kukurugya),0.06100059197324416,0.11960000000000001,0.11960000000000001,0.0,1.0,0.26,0.0,glycolysis,0.0,ecoli
Model B (Kukurugya),0.06150058862876255,0.11960000000000001,0.11960000000000001,0.0,1.0,0.26,0.0,glycolysis,0.0,ecoli
Model B (Kukurugya),0.06200058528428094,0.11960000000000001,0.11960000000000001,0.0,1.0,0.26,0.0,glycolysis,0.0,ecoli
Model B (Kukurugya),0.06250058193979934,0.11960000000000001,0.11960000000000001,0.0,1.0,0.26,0.0,glycolysis,0.0,ecoli
Model B (Kukurugya),0.06300057859531774,0.11960000000000001,0.11960000000000001,0.0,1.0,0.26,0.0,glycolysis,0.0,ecoli
Model B (Kukurugya),0.06350057525083613,0.11960000000000001,0.11960000000000001,0.0,1.0,0.26,0.0,glycolysis,0.0,ecoli
Model B (Kukurugya),0.06400057190635453,0.11960000000000001,0.11960000000000001,0.0,1.0,0.26,0.0,glycolysis,0.0,ecoli
Model B (Kukurugya),0.06450056856187292,0.11960000000000001,0.11960000000000001,0.0,1.0,0.26,0.0,glycolysis,0.0,ecoli
Model B (Kukurugya),0.06500056521739131,0.11960000000000001,0.11960000000000001,0.0,1.0,0.26,0.0,glycolysis,0.0,ecoli
Model B (Kukurugya),0.06550056187290972,0.11960000000000001,0.11960000000000001,0.0,1.0,0.26,0.0,glycolysis,0.0,ecoli
Model B (Kukurugya),0.06600055852842811,0.11960000000000001,0.11960000000000001,0.0,1.0,0.26,0.0,glycolysis,0.0,ecoli
Model B (Kukurugya),0.0665005551839465,0.11960000000000001,0.11960000000000001,0.0,1.0,0.26,0.0,glycolysis,0.0,ecoli
Model B (Kukurugya),0.06700055183946489,0.11960000000000001,0.11960000000000001,0.0,1.0,0.26,0.0,glycolysis,0.0,ecoli
Model B (Kukurugya),0.06750054849498328,0.11960000000000001,0.11960000000000001,0.0,1.0,0.26,0.0,glycolysis,0.0,ecoli
Model B (Kukurugya),0.06800054515050169,0.11960000000000001,0.11960000000000001,0.0,1.0,0.26,0.0,glycolysis,0.0,ecoli
Model B (Kukurugya),0.06850054180602008,0.11960000000000001,0.11960000000000001,0.0,1.0,0.26,0.0,glycolysis,0.0,ecoli
Model B (Kukurugya),0.06900053846153847,0.11960000000000001,0.11960000000000001,0.0,1.0,0.26,0.0,glycolysis,0.0,ecoli
Model B (Kukurugya),0.06950053511705687,0.11960000000000001,0.11960000000000001,0.0,1.0,0.26,0.0,glycolysis,0.0,ecoli
Model B (Kukurugya),0.07000053177257526,0.11960000000000001,0.11960000000000001,0.0,1.0,0.26,0.0,glycolysis,0.0,ecoli
Model B (Kukurugya),0.07050052842809365,0.11960000000000001,0.11960000000000001,0.0,1.0,0.26,0.0,glycolysis,0.0,ecoli
Model B (Kukurugya),0.07100052508361206,0.11960000000000001,0.11960000000000001,0.0,1.0,0.26,0.0,glycolysis,0.0,ecoli
Model B (Kukurugya),0.07150052173913045,0.11960000000000001,0.11960000000000001,0.0,1.0,0.26,0.0,glycolysis,0.0,ecoli
Model B (Kukurugya),0.07200051839464884,0.11960000000000001,0.11960000000000001,0.0,1.0,0.26,0.0,glycolysis,0.0,ecoli
Model B (Kukurugya),0.07250051505016723,0.11960000000000001,0.11960000000000001,0.0,1.0,0.26,0.0,glycolysis,0.0,ecoli
Model B (Kukurugya),0.07300051170568563,0.11960000000000001,0.11960000000000001,0.0,1.0,0.26,0.0,glycolysis,0.0,ecoli
Model B (Kukurugya),0.07350050836120403,0.11960000000000001,0.11960000000000001,0.0,1.0,0.26,0.0,glycolysis,0.0,ecoli
Model B (Kukurugya),0.07400050501672242,0.11960000000000001,0.11960000000000001,0.0,1.0,0.26,0.0,glycolysis,0.0,ecoli
Model B (Kukurugya),0.07450050167224082,0.11960000000000001,0.11960000000000001,0.0,1.0,0.26,0.0,glycolysis,0.0,ecoli
Model B (Kukurugya),0.07500049832775921,0.11960000000000001,0.11960000000000001,0.0,1.0,0.26,0.0,glycolysis,0.0,ecoli
Model B (Kukurugya),0.0755004949832776,0.11960000000000001,0.11960000000000001,0.0,1.0,0.26,0.0,glycolysis,0.0,ecoli
Model B (Kukurugya),0.07600049163879599,0.11960000000000001,0.11960000000000001,0.0,1.0,0.26,0.0,glycolysis,0.0,ecoli
Model B (Kukurugya),0.0765004882943144,0.11960000000000001,0.11960000000000001,0.0,1.0,0.26,0.0,glycolysis,0.0,ecoli
Model B (Kukurugya),0.07700048494983279,0.11960000000000001,0.11960000000000001,0.0,1.0,0.26,0.0,glycolysis,0.0,ecoli
Model B (Kukurugya),0.07750048160535118,0.11960000000000001,0.11960000000000001,0.0,1.0,0.26,0.0,glycolysis,0.0,ecoli
Model B (Kukurugya),0.07800047826086957,0.11960000000000001,0.11960000000000001,0.0,1.0,0.26,0.0,glycolysis,0.0,ecoli
Model B (Kukurugya),0.07850047491638797,0.11960000000000001,0.11960000000000001,0.0,1.0,0.26,0.0,glycolysis,0.0,ecoli
Model B (Kukurugya),0.07900047157190637,0.11960000000000001,0.11960000000000001,0.0,1.0,0.26,0.0,glycolysis,0.0,ecoli
Model B (Kukurugya),0.07950046822742476,0.11960000000000001,0.11960000000000001,0.0,1.0,0.26,0.0,glycolysis,0.0,ecoli
Model B (Kukurugya),0.08000046488294316,0.11960000000000001,0.11960000000000001,0.0,1.0,0.26,0.0,glycolysis,0.0,ecoli
Model B (Kukurugya),0.08050046153846155,0.11960000000000001,0.11960000000000001,0.0,1.0,0.26,0.0,glycolysis,0.0,ecoli
Model B (Kukurugya),0.08100045819397994,0.11960000000000001,0.11960000000000001,0.0,1.0,0.26,0.0,glycolysis,0.0,ecoli
Model B (Kukurugya),0.08150045484949835,0.11960000000000001,0.11960000000000001,0.0,1.0,0.26,0.0,glycolysis,0.0,ecoli
Model B (Kukurugya),0.08200045150501674,0.11960000000000001,0.11960000000000001,0.0,1.0,0.26,0.0,glycolysis,0.0,ecoli
Model B (Kukurugya),0.08250044816053513,0.11960000000000001,0.11960000000000001,0.0,1.0,0.26,0.0,glycolysis,0.0,ecoli
Model B (Kukurugya),0.08300044481605352,0.11960000000000001,0.11960000000000001,0.0,1.0,0.26,0.0,glycolysis,0.0,ecoli
Model B (Kukurugya),0.08350044147157192,0.11960000000000001,0.11960000000000001,0.0,1.0,0.26,0.0,glycolysis,0.0,ecoli
Model B (Kukurugya),0.08400043812709032,0.11960000000000001,0.11960000000000001,0.0,1.0,0.26,0.0,glycolysis,0.0,ecoli
Model B (Kukurugya),0.08450043478260871,0.11960000000000001,0.11960000000000001,0.0,1.0,0.26,0.0,glycolysis,0.0,ecoli
Model B (Kukurugya),0.0850004314381271,0.11960000000000001,0.11960000000000001,0.0,1.0,0.26,0.0,glycolysis,0.0,ecoli
Model B (Kukurugya),0.0855004280936455,0.11960000000000001,0.11960000000000001,0.0,1.0,0.26,0.0,glycolysis,0.0,ecoli
Model B (Kukurugya),0.08600042474916389,0.11960000000000001,0.11960000000000001,0.0,1.0,0.26,0.0,glycolysis,0.0,ecoli
Model B (Kukurugya),0.08650042140468228,0.11960000000000001,0.11960000000000001,0.0,1.0,0.26,0.0,glycolysis,0.0,ecoli
Model B (Kukurugya),0.08700041806020069,0.11960000000000001,0.11960000000000001,0.0,1.0,0.26,0.0,glycolysis,0.0,ecoli
Model B (Kukurugya),0.08750041471571908,0.11960000000000001,0.11960000000000001,0.0,1.0,0.26,0.0,glycolysis,0.0,ecoli
Model B (Kukurugya),0.08800041137123747,0.11960000000000001,0.11960000000000001,0.0,1.0,0.26,0.0,glycolysis,0.0,ecoli
Model B (Kukurugya),0.08850040802675586,0.11960000000000001,0.11960000000000001,0.0,1.0,0.26,0.0,glycolysis,0.0,ecoli
Model B (Kukurugya),0.08900040468227426,0.11960000000000001,0.11960000000000001,0.0,1.0,0.26,0.0,glycolysis,0.0,ecoli
Model B (Kukurugya),0.08950040133779266,0.11960000000000001,0.11960000000000001,0.0,1.0,0.26,0.0,glycolysis,0.0,ecoli
Model B (Kukurugya),0.09000039799331105,0.11960000000000001,0.11960000000000001,0.0,1.0,0.26,0.0,glycolysis,0.0,ecoli
Model B (Kukurugya),0.09050039464882945,0.11960000000000001,0.11960000000000001,0.0,1.0,0.26,0.0,glycolysis,0.0,ecoli
Model B (Kukurugya),0.09100039130434784,0.11960000000000001,0.11960000000000001,0.0,1.0,0.26,0.0,glycolysis,0.0,ecoli
Model B (Kukurugya),0.09150038795986623,0.11960000000000001,0.11960000000000001,0.0,1.0,0.26,0.0,glycolysis,0.0,ecoli
Model B (Kukurugya),0.09200038461538462,0.11960000000000001,0.11960000000000001,0.0,1.0,0.26,0.0,glycolysis,0.0,ecoli
Model B (Kukurugya),0.09250038127090303,0.11960000000000001,0.11960000000000001,0.0,1.0,0.26,0.0,glycolysis,0.0,ecoli
Model B (Kukurugya),0.09300037792642142,0.11960000000000001,0.11960000000000001,0.0,1.0,0.26,0.0,glycolysis,0.0,ecoli
Model B (Kukurugya),0.09350037458193981,0.11960000000000001,0.11960000000000001,0.0,1.0,0.26,0.0,glycolysis,0.0,ecoli
Model B (Kukurugya),0.0940003712374582,0.11960000000000001,0.11960000000000001,0.0,1.0,0.26,0.0,glycolysis,0.0,ecoli
Model B (Kukurugya),0.0945003678929766,0.11960000000000001,0.11960000000000001,0.0,1.0,0.26,0.0,glycolysis,0.0,ecoli
Model B (Kukurugya),0.095000364548495,0.11960000000000001,0.11960000000000001,0.0,1.0,0.26,0.0,glycolysis,0.0,ecoli
Model B (Kukurugya),0.0955003612040134,0.11960000000000001,0.11960000000000001,0.0,1.0,0.26,0.0,glycolysis,0.0,ecoli
Model B (Kukurugya),0.09600035785953179,0.11960000000000001,0.11960000000000001,0.0,1.0,0.26,0.0,glycolysis,0.0,ecoli
Model B (Kukurugya),0.09650035451505018,0.11960000000000001,0.11960000000000001,0.0,1.0,0.26,0.0,glycolysis,0.0,ecoli
Model B (Kukurugya),0.09700035117056857,0.11960000000000001,0.11960000000000001,0.0,1.0,0.26,0.0,glycolysis,0.0,ecoli
Model B (Kukurugya),0.09750034782608698,0.11960000000000001,0.11960000000000001,0.0,1.0,0.26,0.0,glycolysis,0.0,ecoli
Model B (Kukurugya),0.09800034448160537,0.11960000000000001,0.11960000000000001,0.0,1.0,0.26,0.0,glycolysis,0.0,ecoli
Model B (Kukurugya),0.09850034113712376,0.11960000000000001,0.11960000000000001,0.0,1.0,0.26,0.0,glycolysis,0.0,ecoli
Model B (Kukurugya),0.09900033779264215,0.11960000000000001,0.11960000000000001,0.0,1.0,0.26,0.0,glycolysis,0.0,ecoli
Model B (Kukurugya),0.09950033444816055,0.11960000000000001,0.11960000000000001,0.0,1.0,0.26,0.0,glycolysis,0.0,ecoli
Model B (Kukurugya),0.10000033110367895,0.11960000000000001,0.11960000000000001,0.0,1.0,0.26,0.0,glycolysis,0.0,ecoli
Model B (Kukurugya),0.10050032775919734,0.11960000000000001,0.11960000000000001,0.0,1.0,0.26,0.0,glycolysis,0.0,ecoli
Model B (Kukurugya),0.10100032441471574,0.11960000000000001,0.11960000000000001,0.0,1.0,0.26,0.0,glycolysis,0.0,ecoli
Model B (Kukurugya),0.10150032107023413,0.11960000000000001,0.11960000000000001,0.0,1.0,0.26,0.0,glycolysis,0.0,ecoli
Model B (Kukurugya),0.10200031772575252,0.11960000000000001,0.11960000000000001,0.0,1.0,0.26,0.0,glycolysis,0.0,ecoli
Model B (Kukurugya),0.10250031438127091,0.11960000000000001,0.11960000000000001,0.0,1.0,0.26,0.0,glycolysis,0.0,ecoli
Model B (Kukurugya),0.10300031103678932,0.11960000000000001,0.11960000000000001,0.0,1.0,0.26,0.0,glycolysis,0.0,ecoli
Model B (Kukurugya),0.10350030769230771,0.11960000000000001,0.11960000000000001,0.0,1.0,0.26,0.0,glycolysis,0.0,ecoli
Model B (Kukurugya),0.1040003043478261,0.11960000000000001,0.11960000000000001,0.0,1.0,0.26,0.0,glycolysis,0.0,ecoli
Model B (Kukurugya),0.1045003010033445,0.11960000000000001,0.11960000000000001,0.0,1.0,0.26,0.0,glycolysis,0.0,ecoli
Model B (Kukurugya),0.10500029765886289,0.11960000000000001,0.11960000000000001,0.0,1.0,0.26,0.0,glycolysis,0.0,ecoli
Model B (Kukurugya),0.1055002943143813,0.11960000000000001,0.11960000000000001,0.0,1.0,0.26,0.0,glycolysis,0.0,ecoli
Model B (Kukurugya),0.10600029096989969,0.11960000000000001,0.11960000000000001,0.0,1.0,0.26,0.0,glycolysis,0.0,ecoli
Model B (Kukurugya),0.10650028762541808,0.11960000000000001,0.11960000000000001,0.0,1.0,0.26,0.0,glycolysis,0.0,ecoli
Model B (Kukurugya),0.10700028428093647,0.11960000000000001,0.11960000000000001,0.0,1.0,0.26,0.0,glycolysis,0.0,ecoli
Model B (Kukurugya),0.10750028093645486,0.11960000000000001,0.11960000000000001,0.0,1.0,0.26,0.0,glycolysis,0.0,ecoli
Model B (Kukurugya),0.10800027759197325,0.11960000000000001,0.11960000000000001,0.0,1.0,0.26,0.0,glycolysis,0.0,ecoli
Model B (Kukurugya),0.10850027424749166,0.11960000000000001,0.11960000000000001,0.0,1.0,0.26,0.0,glycolysis,0.0,ecoli
Model B (Kukurugya),0.10900027090301005,0.11960000000000001,0.11960000000000001,0.0,1.0,0.26,0.0,glycolysis,0.0,ecoli
Model B (Kukurugya),0.10950026755852844,0.11960000000000001,0.11960000000000001,0.0,1.0,0.26,0.0,glycolysis,0.0,ecoli
Model B (Kukurugya),0.11000026421404684,0.11960000000000001,0.11960000000000001,0.0,1.0,0.26,0.0,glycolysis,0.0,ecoli
Model B (Kukurugya),0.11050026086956523,0.11960000000000001,0.11960000000000001,0.0,1.0,0.26,0.0,glycolysis,0.0,ecoli
Model B (Kukurugya),0.11100025752508363,0.11960000000000001,0.11960000000000001,0.0,1.0,0.26,0.0,glycolysis,0.0,ecoli
Model B (Kukurugya),0.11150025418060203,0.11960000000000001,0.11960000000000001,0.0,1.0,0.26,0.0,glycolysis,0.0,ecoli
Model B (Kukurugya),0.11200025083612042,0.11960000000000001,0.11960000000000001,0.0,1.0,0.26,0.0,glycolysis,0.0,ecoli
Model B (Kukurugya),0.11250024749163881,0.11960000000000001,0.11960000000000001,0.0,1.0,0.26,0.0,glycolysis,0.0,ecoli
Model B (Kukurugya),0.1130002441471572,0.11960000000000001,0.11960000000000001,0.0,1.0,0.26,0.0,glycolysis,0.0,ecoli
Model B (Kukurugya),0.11350024080267561,0.11960000000000001,0.11960000000000001,0.0,1.0,0.26,0.0,glycolysis,0.0,ecoli
Model B (Kukurugya),0.114000237458194,0.11960000000000001,0.11960000000000001,0.0,1.0,0.26,0.0,glycolysis,0.0,ecoli
Model B (Kukurugya),0.11450023411371239,0.11960000000000001,0.11960000000000001,0.0,1.0,0.26,0.0,glycolysis,0.0,ecoli
Model B (Kukurugya),0.11500023076923079,0.11960000000000001,0.11960000000000001,0.0,1.0,0.26,0.0,glycolysis,0.0,ecoli
Model B (Kukurugya),0.11550022742474918,0.11960000000000001,0.11960000000000001,0.0,1.0,0.26,0.0,glycolysis,0.0,ecoli
Model B (Kukurugya),0.11600022408026758,0.11960000000000001,0.11960000000000001,0.0,1.0,0.26,0.0,glycolysis,0.0,ecoli
Model B (Kukurugya),0.11650022073578598,0.11960000000000001,0.11960000000000001,0.0,1.0,0.26,0.0,glycolysis,0.0,ecoli
Model B (Kukurugya),0.11700021739130437,0.11960000000000001,0.11960000000000001,0.0,1.0,0.26,0.0,glycolysis,0.0,ecoli
Model B (Kukurugya),0.11750021404682276,0.11960000000000001,0.11960000000000001,0.0,1.0,0.26,0.0,glycolysis,0.0,ecoli
Model B (Kukurugya),0.11800021070234115,0.11960000000000001,0.11960000000000001,0.0,1.0,0.26,0.0,glycolysis,0.0,ecoli
Model B (Kukurugya),0.11850020735785954,0.11960000000000001,0.11960000000000001,0.0,1.0,0.26,0.0,glycolysis,0.0,ecoli
Model B (Kukurugya),0.11900020401337795,0.11960000000000001,0.11960000000000001,0.0,1.0,0.26,0.0,glycolysis,0.0,ecoli
Model B (Kukurugya),0.11950020066889634,0.11960000000000001,0.11960000000000001,0.0,1.0,0.26,0.0,glycolysis,0.0,ecoli
Model B (Kukurugya),0.12000019732441473,0.11960000000000001,0.11960000000000001,0.0,1.0,0.26,0.0,glycolysis,0.0,ecoli
Model B (Kukurugya),0.12050019397993313,0.11960000000000001,0.11960000000000001,0.0,1.0,0.26,0.0,glycolysis,0.0,ecoli
Model B (Kukurugya),0.12100019063545152,0.11960000000000001,0.11960000000000001,0.0,1.0,0.26,0.0,glycolysis,0.0,ecoli
Model B (Kukurugya),0.12150018729096992,0.11960000000000001,0.11960000000000001,0.0,1.0,0.26,0.0,glycolysis,0.0,ecoli
Model B (Kukurugya),0.12200018394648832,0.11960000000000001,0.11960000000000001,0.0,1.0,0.26,0.0,glycolysis,0.0,ecoli
Model B (Kukurugya),0.12250018060200671,0.11960000000000001,0.11960000000000001,0.0,1.0,0.26,0.0,glycolysis,0.0,ecoli
Model B (Kukurugya),0.1230001772575251,0.11960000000000001,0.11960000000000001,0.0,1.0,0.26,0.0,glycolysis,0.0,ecoli
Model B (Kukurugya),0.12350017391304349,0.11960000000000001,0.11960000000000001,0.0,1.0,0.26,0.0,glycolysis,0.0,ecoli
Model B (Kukurugya),0.12400017056856188,0.11960000000000001,0.11960000000000001,0.0,1.0,0.26,0.0,glycolysis,0.0,ecoli
Model B (Kukurugya),0.12450016722408029,0.11960000000000001,0.11960000000000001,0.0,1.0,0.26,0.0,glycolysis,0.0,ecoli
Model B (Kukurugya),0.12500016387959867,0.11960000000000001,0.11960000000000001,0.0,1.0,0.26,0.0,glycolysis,0.0,ecoli
Model B (Kukurugya),0.1255001605351171,0.11960000000000001,0.11960000000000001,0.0,1.0,0.26,0.0,glycolysis,0.0,ecoli
Model B (Kukurugya),0.12600015719063548,0.11960000000000001,0.11960000000000001,0.0,1.0,0.26,0.0,glycolysis,0.0,ecoli
Model B (Kukurugya),0.12650015384615387,0.11960000000000001,0.11960000000000001,0.0,1.0,0.26,0.0,glycolysis,0.0,ecoli
Model B (Kukurugya),0.12700015050167227,0.11960000000000001,0.11960000000000001,0.0,1.0,0.26,0.0,glycolysis,0.0,ecoli
Model B (Kukurugya),0.12750014715719066,0.11960000000000001,0.11960000000000001,0.0,1.0,0.26,0.0,glycolysis,0.0,ecoli
Model B (Kukurugya),0.12800014381270905,0.11960000000000001,0.11960000000000001,0.0,1.0,0.26,0.0,glycolysis,0.0,ecoli
Model B (Kukurugya),0.12850014046822744,0.11960000000000001,0.11960000000000001,0.0,1.0,0.26,0.0,glycolysis,0.0,ecoli
Model B (Kukurugya),0.12900013712374583,0.11960000000000001,0.11960000000000001,0.0,1.0,0.26,0.0,glycolysis,0.0,ecoli
Model B (Kukurugya),0.12950013377926423,0.11960000000000001,0.11960000000000001,0.0,1.0,0.26,0.0,glycolysis,0.0,ecoli
Model B (Kukurugya),0.13000013043478262,0.11960000000000001,0.11960000000000001,0.0,1.0,0.26,0.0,glycolysis,0.0,ecoli
