organism,u_G,g_avail,frac_glyc,phenotype,J_ATP
ecoli,0.23037974683544304,0.1305760759493671,0.0,respiration,0.033124
ecoli,0.23037974683544304,0.1324684683544304,0.0,respiration,0.033124
ecoli,0.23037974683544304,0.1343608607594937,0.0,respiration,0.033124
ecoli,0.23037974683544304,0.13625325316455697,0.0,respiration,0.033124
ecoli,0.23037974683544304,0.13814564556962028,0.0,respiration,0.033124
ecoli,0.23037974683544304,0.14003803797468356,0.0,respiration,0.033124
ecoli,0.23037974683544304,0.14193043037974687,0.0,respiration,0.033124
ecoli,0.23037974683544304,0.14382282278481015,0.0,respiration,0.033124
ecoli,0.23037974683544304,0.14571521518987343,0.0,respiration,0.033124
ecoli,0.23037974683544304,0.14760760759493674,0.0,respiration,0.033124
ecoli,0.23037974683544304,0.14950000000000002,0.0,respiration,0.033124
ecoli,0.24240506329113926,1e-06,0.0,respiration,2.6e-05
ecoli,0.24240506329113926,0.0018933924050632913,0.0,respiration,0.033124
ecoli,0.24240506329113926,0.003785784810126583,0.0,respiration,0.033124
ecoli,0.24240506329113926,0.005678177215189874,0.0,respiration,0.033124
ecoli,0.24240506329113926,0.007570569620253166,0.0,respiration,0.033124
ecoli,0.24240506329113926,0.009462962025316456,0.0,respiration,0.033124
ecoli,0.24240506329113926,0.011355354430379747,0.0,respiration,0.033124
ecoli,0.24240506329113926,0.013247746835443039,0.0,respiration,0.033124
ecoli,0.24240506329113926,0.01514013924050633,0.0,respiration,0.033124
ecoli,0.24240506329113926,0.017032531645569622,0.0,respiration,0.033124
ecoli,0.24240506329113926,0.018924924050632914,0.0,respiration,0.033124
ecoli,0.24240506329113926,0.020817316455696205,0.0,respiration,0.033124
ecoli,0.24240506329113926,0.022709708860759497,0.0,respiration,0.033124
ecoli,0.24240506329113926,0.02460210126582279,0.0,respiration,0.033124
ecoli,0.24240506329113926,0.02649449367088608,0.0,respiration,0.033124
ecoli,0.24240506329113926,0.028386886075949372,0.0,respiration,0.033124
ecoli,0.24240506329113926,0.030279278481012663,0.0,respiration,0.033124
ecoli,0.24240506329113926,0.032171670886075955,0.0,respiration,0.033124
ecoli,0.24240506329113926,0.03406406329113924,0.0,respiration,0.033124
ecoli,0.24240506329113926,0.03595645569620254,0.0,respiration,0.033124
ecoli,0.24240506329113926,0.037848848101265826,0.0,respiration,0.033124
ecoli,0.24240506329113926,0.03974124050632912,0.0,respiration,0.033124
ecoli,0.24240506329113926,0.04163363291139241,0.0,respiration,0.033124
ecoli,0.24240506329113926,0.043526025316455705,0.0,respiration,0.033124
ecoli,0.24240506329113926,0.04541841772151899,0.0,respiration,0.033124
ecoli,0.24240506329113926,0.04731081012658229,0.0,respiration,0.033124
ecoli,0.24240506329113926,0.049203202531645576,0.0,respiration,0.033124
ecoli,0.24240506329113926,0.05109559493670887,0.0,respiration,0.033124
ecoli,0.24240506329113926,0.05298798734177216,0.0,respiration,0.033124
ecoli,0.24240506329113926,0.054880379746835455,0.0,respiration,0.033124
ecoli,0.24240506329113926,0.05677277215189874,0.0,respiration,0.033124
ecoli,0.24240506329113926,0.05866516455696204,0.0,respiration,0.033124
ecoli,0.24240506329113926,0.060557556962025326,0.0,respiration,0.033124
ecoli,0.24240506329113926,0.062449949367088614,0.0,respiration,0.033124
ecoli,0.24240506329113926,0.06434234177215191,0.0,respiration,0.033124
ecoli,0.24240506329113926,0.0662347341772152,0.0,respiration,0.033124
ecoli,0.24240506329113926,0.06812712658227849,0.0,respiration,0.033124
ecoli,0.24240506329113926,0.07001951898734178,0.0,respiration,0.033124
ecoli,0.24240506329113926,0.07191191139240508,0.0,respiration,0.033124
ecoli,0.24240506329113926,0.07380430379746837,0.0,respiration,0.033124
ecoli,0.24240506329113926,0.07569669620253165,0.0,respiration,0.033124
ecoli,0.24240506329113926,0.07758908860759495,0.0,respiration,0.033124
ecoli,0.24240506329113926,0.07948148101265824,0.0,respiration,0.033124
ecoli,0.24240506329113926,0.08137387341772154,0.0,respiration,0.033124
ecoli,0.24240506329113926,0.08326626582278482,0.0,respiration,0.033124
ecoli,0.24240506329113926,0.08515865822784811,0.0,respiration,0.033124
ecoli,0.24240506329113926,0.08705105063291141,0.0,respiration,0.033124
ecoli,0.24240506329113926,0.0889434430379747,0.0,respiration,0.033124
ecoli,0.24240506329113926,0.09083583544303798,0.0,respiration,0.033124
ecoli,0.24240506329113926,0.09272822784810128,0.0,respiration,0.033124
ecoli,0.24240506329113926,0.09462062025316458,0.0,respiration,0.033124
ecoli,0.24240506329113926,0.09651301265822786,0.0,respiration,0.033124
ecoli,0.24240506329113926,0.09840540506329115,0.0,respiration,0.033124
ecoli,0.24240506329113926,0.10029779746835445,0.0,respiration,0.033124
ecoli,0.24240506329113926,0.10219018987341774,0.0,respiration,0.033124
ecoli,0.24240506329113926,0.10408258227848102,0.0,respiration,0.033124
ecoli,0.24240506329113926,0.10597497468354432,0.0,respiration,0.033124
ecoli,0.24240506329113926,0.10786736708860761,0.0,respiration,0.033124
ecoli,0.24240506329113926,0.10975975949367091,0.0,respiration,0.033124
ecoli,0.24240506329113926,0.11165215189873419,0.0,respiration,0.033124
ecoli,0.24240506329113926,0.11354454430379748,0.0,respiration,0.033124
ecoli,0.24240506329113926,0.11543693670886078,0.0,respiration,0.033124
ecoli,0.24240506329113926,0.11732932911392407,0.0,respiration,0.033124
ecoli,0.24240506329113926,0.11922172151898736,0.0,respiration,0.033124
ecoli,0.24240506329113926,0.12111411392405065,0.0,respiration,0.033124
ecoli,0.24240506329113926,0.12300650632911395,0.0,respiration,0.033124
ecoli,0.24240506329113926,0.12489889873417723,0.0,respiration,0.033124
ecoli,0.24240506329113926,0.12679129113924054,0.0,respiration,0.033124
ecoli,0.24240506329113926,0.12868368354430382,0.0,respiration,0.033124
ecoli,0.24240506329113926,0.1305760759493671,0.0,respiration,0.033124
ecoli,0.24240506329113926,0.1324684683544304,0.0,respiration,0.033124
ecoli,0.24240506329113926,0.1343608607594937,0.0,respiration,0.033124
ecoli,0.24240506329113926,0.13625325316455697,0.0,respiration,0.033124
ecoli,0.24240506329113926,0.13814564556962028,0.0,respiration,0.033124
ecoli,0.24240506329113926,0.14003803797468356,0.0,respiration,0.033124
ecoli,0.24240506329113926,0.14193043037974687,0.0,respiration,0.033124
ecoli,0.24240506329113926,0.14382282278481015,0.0,respiration,0.033124
ecoli,0.24240506329113926,0.14571521518987343,0.0,respiration,0.033124
ecoli,0.24240506329113926,0.14760760759493674,0.0,respiration,0.033124
ecoli,0.24240506329113926,0.14950000000000002,0.0,respiration,0.033124
ecoli,0.25443037974683547,1e-06,0.0,respiration,2.6e-05
ecoli,0.25443037974683547,0.0018933924050632913,0.0,respiration,0.033124
ecoli,0.25443037974683547,0.003785784810126583,0.0,respiration,0.033124
ecoli,0.25443037974683547,0.005678177215189874,0.0,respiration,0.033124
ecoli,0.25443037974683547,0.007570569620253166,0.0,respiration,0.033124
ecoli,0.25443037974683547,0.009462962025316456,0.0,respiration,0.033124
ecoli,0.25443037974683547,0.011355354430379747,0.0,respiration,0.033124
ecoli,0.25443037974683547,0.013247746835443039,0.0,respiration,0.033124
ecoli,0.25443037974683547,0.01514013924050633,0.0,respiration,0.033124
ecoli,0.25443037974683547,0.017032531645569622,0.0,respiration,0.033124
ecoli,0.25443037974683547,0.018924924050632914,0.0,respiration,0.033124
ecoli,0.25443037974683547,0.020817316455696205,0.0,respiration,0.033124
ecoli,0.25443037974683547,0.022709708860759497,0.0,respiration,0.033124
ecoli,0.25443037974683547,0.02460210126582279,0.0,respiration,0.033124
ecoli,0.25443037974683547,0.02649449367088608,0.0,respiration,0.033124
ecoli,0.25443037974683547,0.028386886075949372,0.0,respiration,0.033124
ecoli,0.25443037974683547,0.030279278481012663,0.0,respiration,0.033124
ecoli,0.25443037974683547,0.032171670886075955,0.0,respiration,0.033124
ecoli,0.25443037974683547,0.03406406329113924,0.0,respiration,0.033124
ecoli,0.25443037974683547,0.03595645569620254,0.0,respiration,0.033124
ecoli,0.25443037974683547,0.037848848101265826,0.0,respiration,0.033124
ecoli,0.25443037974683547,0.03974124050632912,0.0,respiration,0.033124
ecoli,0.25443037974683547,0.04163363291139241,0.0,respiration,0.033124
ecoli,0.25443037974683547,0.043526025316455705,0.0,respiration,0.033124
ecoli,0.25443037974683547,0.04541841772151899,0.0,respiration,0.033124
ecoli,0.25443037974683547,0.04731081012658229,0.0,respiration,0.033124
ecoli,0.25443037974683547,0.049203202531645576,0.0,respiration,0.033124
ecoli,0.25443037974683547,0.05109559493670887,0.0,respiration,0.033124
ecoli,0.25443037974683547,0.05298798734177216,0.0,respiration,0.033124
ecoli,0.25443037974683547,0.054880379746835455,0.0,respiration,0.033124
ecoli,0.25443037974683547,0.05677277215189874,0.0,respiration,0.033124
ecoli,0.25443037974683547,0.05866516455696204,0.0,respiration,0.033124
ecoli,0.25443037974683547,0.060557556962025326,0.0,respiration,0.033124
ecoli,0.25443037974683547,0.062449949367088614,0.0,respiration,0.033124
ecoli,0.25443037974683547,0.06434234177215191,0.0,respiration,0.033124
ecoli,0.25443037974683547,0.0662347341772152,0.0,respiration,0.033124
ecoli,0.25443037974683547,0.06812712658227849,0.0,respiration,0.033124
ecoli,0.25443037974683547,0.07001951898734178,0.0,respiration,0.033124
ecoli,0.25443037974683547,0.07191191139240508,0.0,respiration,0.033124
ecoli,0.25443037974683547,0.07380430379746837,0.0,respiration,0.033124
ecoli,0.25443037974683547,0.07569669620253165,0.0,respiration,0.033124
ecoli,0.25443037974683547,0.07758908860759495,0.0,respiration,0.033124
ecoli,0.25443037974683547,0.07948148101265824,0.0,respiration,0.033124
ecoli,0.25443037974683547,0.08137387341772154,0.0,respiration,0.033124
ecoli,0.25443037974683547,0.08326626582278482,0.0,respiration,0.033124
ecoli,0.25443037974683547,0.08515865822784811,0.0,respiration,0.033124
ecoli,0.25443037974683547,0.08705105063291141,0.0,respiration,0.033124
ecoli,0.25443037974683547,0.0889434430379747,0.0,respiration,0.033124
ecoli,0.25443037974683547,0.09083583544303798,0.0,respiration,0.033124
ecoli,0.25443037974683547,0.09272822784810128,0.0,respiration,0.033124
ecoli,0.25443037974683547,0.09462062025316458,0.0,respiration,0.033124
ecoli,0.25443037974683547,0.09651301265822786,0.0,respiration,0.033124
ecoli,0.25443037974683547,0.09840540506329115,0.0,respiration,0.033124
ecoli,0.25443037974683547,0.10029779746835445,0.0,respiration,0.033124
ecoli,0.25443037974683547,0.10219018987341774,0.0,respiration,0.033124
ecoli,0.25443037974683547,0.10408258227848102,0.0,respiration,0.033124
ecoli,0.25443037974683547,0.10597497468354432,0.0,respiration,0.033124
ecoli,0.25443037974683547,0.10786736708860761,0.0,respiration,0.033124
ecoli,0.25443037974683547,0.10975975949367091,0.0,respiration,0.033124
ecoli,0.25443037974683547,0.11165215189873419,0.0,respiration,0.033124
ecoli,0.25443037974683547,0.11354454430379748,0.0,respiration,0.033124
ecoli,0.25443037974683547,0.11543693670886078,0.0,respiration,0.033124
ecoli,0.25443037974683547,0.11732932911392407,0.0,respiration,0.033124
ecoli,0.25443037974683547,0.11922172151898736,0.0,respiration,0.033124
ecoli,0.25443037974683547,0.12111411392405065,0.0,respiration,0.033124
ecoli,0.25443037974683547,0.12300650632911395,0.0,respiration,0.033124
ecoli,0.25443037974683547,0.12489889873417723,0.0,respiration,0.033124
ecoli,0.25443037974683547,0.12679129113924054,0.0,respiration,0.033124
ecoli,0.25443037974683547,0.12868368354430382,0.0,respiration,0.033124
ecoli,0.25443037974683547,0.1305760759493671,0.0,respiration,0.033124
ecoli,0.25443037974683547,0.1324684683544304,0.0,respiration,0.033124
ecoli,0.25443037974683547,0.1343608607594937,0.0,respiration,0.033124
ecoli,0.25443037974683547,0.13625325316455697,0.0,respiration,0.033124
ecoli,0.25443037974683547,0.13814564556962028,0.0,respiration,0.033124
ecoli,0.25443037974683547,0.14003803797468356,0.0,respiration,0.033124
ecoli,0.25443037974683547,0.14193043037974687,0.0,respiration,0.033124
ecoli,0.25443037974683547,0.14382282278481015,0.0,respiration,0.033124
ecoli,0.25443037974683547,0.14571521518987343,0.0,respiration,0.033124
ecoli,0.25443037974683547,0.14760760759493674,0.0,respiration,0.033124
ecoli,0.25443037974683547,0.14950000000000002,0.0,respiration,0.033124
ecoli,0.2664556962025316,1e-06,0.0,respiration,2.6e-05
ecoli,0.2664556962025316,0.0018933924050632913,0.0,respiration,0.033124
ecoli,0.2664556962025316,0.003785784810126583,0.0,respiration,0.033124
ecoli,0.2664556962025316,0.005678177215189874,0.0,respiration,0.033124
ecoli,0.2664556962025316,0.007570569620253166,0.0,respiration,0.033124
ecoli,0.2664556962025316,0.009462962025316456,0.0,respiration,0.033124
ecoli,0.2664556962025316,0.011355354430379747,0.0,respiration,0.033124
ecoli,0.2664556962025316,0.013247746835443039,0.0,respiration,0.033124
ecoli,0.2664556962025316,0.01514013924050633,0.0,respiration,0.033124
ecoli,0.2664556962025316,0.017032531645569622,0.0,respiration,0.033124
ecoli,0.2664556962025316,0.018924924050632914,0.0,respiration,0.033124
ecoli,0.2664556962025316,0.020817316455696205,0.0,respiration,0.033124
ecoli,0.2664556962025316,0.022709708860759497,0.0,respiration,0.033124
ecoli,0.2664556962025316,0.02460210126582279,0.0,respiration,0.033124
ecoli,0.2664556962025316,0.02649449367088608,0.0,respiration,0.033124
ecoli,0.2664556962025316,0.028386886075949372,0.0,respiration,0.033124
ecoli,0.2664556962025316,0.030279278481012663,0.0,respiration,0.033124
ecoli,0.2664556962025316,0.032171670886075955,0.0,respiration,0.033124
ecoli,0.2664556962025316,0.03406406329113924,0.0,respiration,0.033124
ecoli,0.2664556962025316,0.03595645569620254,0.0,respiration,0.033124
ecoli,0.2664556962025316,0.037848848101265826,0.0,respiration,0.033124
ecoli,0.2664556962025316,0.03974124050632912,0.0,respiration,0.033124
ecoli,0.2664556962025316,0.04163363291139241,0.0,respiration,0.033124
ecoli,0.2664556962025316,0.043526025316455705,0.0,respiration,0.033124
ecoli,0.2664556962025316,0.04541841772151899,0.0,respiration,0.033124
ecoli,0.2664556962025316,0.04731081012658229,0.0,respiration,0.033124
ecoli,0.2664556962025316,0.049203202531645576,0.0,respiration,0.033124
ecoli,0.2664556962025316,0.05109559493670887,0.0,respiration,0.033124
ecoli,0.2664556962025316,0.05298798734177216,0.0,respiration,0.033124
ecoli,0.2664556962025316,0.054880379746835455,0.0,respiration,0.033124
ecoli,0.2664556962025316,0.05677277215189874,0.0,respiration,0.033124
ecoli,0.2664556962025316,0.05866516455696204,0.0,respiration,0.033124
ecoli,0.2664556962025316,0.060557556962025326,0.0,respiration,0.033124
ecoli,0.2664556962025316,0.062449949367088614,0.0,respiration,0.033124
ecoli,0.2664556962025316,0.06434234177215191,0.0,respiration,0.033124
ecoli,0.2664556962025316,0.0662347341772152,0.0,respiration,0.033124
ecoli,0.2664556962025316,0.06812712658227849,0.0,respiration,0.033124
ecoli,0.2664556962025316,0.07001951898734178,0.0,respiration,0.033124
ecoli,0.2664556962025316,0.07191191139240508,0.0,respiration,0.033124
ecoli,0.2664556962025316,0.07380430379746837,0.0,respiration,0.033124
ecoli,0.2664556962025316,0.07569669620253165,0.0,respiration,0.033124
ecoli,0.2664556962025316,0.07758908860759495,0.0,respiration,0.033124
ecoli,0.2664556962025316,0.07948148101265824,0.0,respiration,0.033124
ecoli,0.2664556962025316,0.08137387341772154,0.0,respiration,0.033124
ecoli,0.2664556962025316,0.08326626582278482,0.0,respiration,0.033124
ecoli,0.2664556962025316,0.08515865822784811,0.0,respiration,0.033124
ecoli,0.2664556962025316,0.08705105063291141,0.0,respiration,0.033124
ecoli,0.2664556962025316,0.0889434430379747,0.0,respiration,0.033124
ecoli,0.2664556962025316,0.09083583544303798,0.0,respiration,0.033124
ecoli,0.2664556962025316,0.09272822784810128,0.0,respiration,0.033124
ecoli,0.2664556962025316,0.09462062025316458,0.0,respiration,0.033124
ecoli,0.2664556962025316,0.09651301265822786,0.0,respiration,0.033124
ecoli,0.2664556962025316,0.09840540506329115,0.0,respiration,0.033124
ecoli,0.2664556962025316,0.10029779746835445,0.0,respiration,0.033124
ecoli,0.2664556962025316,0.10219018987341774,0.0,respiration,0.033124
ecoli,0.2664556962025316,0.10408258227848102,0.0,respiration,0.033124
ecoli,0.2664556962025316,0.10597497468354432,0.0,respiration,0.033124
ecoli,0.2664556962025316,0.10786736708860761,0.0,respiration,0.033124
ecoli,0.2664556962025316,0.10975975949367091,0.0,respiration,0.033124
ecoli,0.2664556962025316,0.11165215189873419,0.0,respiration,0.033124
ecoli,0.2664556962025316,0.11354454430379748,0.0,respiration,0.033124
ecoli,0.2664556962025316,0.11543693670886078,0.0,respiration,0.033124
ecoli,0.2664556962025316,0.11732932911392407,0.0,respiration,0.033124
ecoli,0.2664556962025316,0.11922172151898736,0.0,respiration,0.033124
ecoli,0.2664556962025316,0.12111411392405065,0.0,respiration,0.033124
ecoli,0.2664556962025316,0.12300650632911395,0.0,respiration,0.033124
ecoli,0.2664556962025316,0.12489889873417723,0.0,respiration,0.033124
ecoli,0.2664556962025316,0.12679129113924054,0.0,respiration,0.033124
ecoli,0.2664556962025316,0.12868368354430382,0.0,respiration,0.033124
ecoli,0.2664556962025316,0.1305760759493671,0.0,respiration,0.033124
ecoli,0.2664556962025316,0.1324684683544304,0.0,respiration,0.033124
ecoli,0.2664556962025316,0.1343608607594937,0.0,respiration,0.033124
ecoli,0.2664556962025316,0.13625325316455697,0.0,respiration,0.033124
ecoli,0.2664556962025316,0.13814564556962028,0.0,respiration,0.033124
ecoli,0.2664556962025316,0.14003803797468356,0.0,respiration,0.033124
ecoli,0.2664556962025316,0.14193043037974687,0.0,respiration,0.033124
ecoli,0.2664556962025316,0.14382282278481015,0.0,respiration,0.033124
ecoli,0.2664556962025316,0.14571521518987343,0.0,respiration,0.033124
ecoli,0.2664556962025316,0.14760760759493674,0.0,respiration,0.033124
ecoli,0.2664556962025316,0.14950000000000002,0.0,respiration,0.033124
ecoli,0.27848101265822783,1e-06,0.0,respiration,2.6e-05
ecoli,0.27848101265822783,0.0018933924050632913,0.04048749029757273,mixed,0.03313134326419151
ecoli,0.27848101265822783,0.003785784810126583,0.1640753807671044,mixed,0.03315377869812772
ecoli,0.27848101265822783,0.005678177215189874,0.2874961184722545,mixed,0.033176214132063925
ecoli,0.27848101265822783,0.007570569620253166,0.41075004229531337,mixed,0.033198649566000146
ecoli,0.27848101265822783,0.009462962025316456,0.5338374902031333,mixed,0.03322108499993631
ecoli,0.27848101265822783,0.011355354430379747,0.6567587992502141,mixed,0.03324352043387253
ecoli,0.27848101265822783,0.013247746835443039,0.7795143055817825,mixed,0.03326595586780878
ecoli,0.27848101265822783,0.01514013924050633,0.9021043444368612,mixed,0.033288391301744914
ecoli,0.27848101265822783,0.017032531645569622,1.0,glycolysis,0.03330632911392405
ecoli,0.27848101265822783,0.018924924050632914,1.0,glycolysis,0.03330632911392405
ecoli,0.27848101265822783,0.020817316455696205,1.0,glycolysis,0.03330632911392405
ecoli,0.27848101265822783,0.022709708860759497,1.0,glycolysis,0.03330632911392405
ecoli,0.27848101265822783,0.02460210126582279,1.0,glycolysis,0.03330632911392405
ecoli,0.27848101265822783,0.02649449367088608,1.0,glycolysis,0.03330632911392405
ecoli,0.27848101265822783,0.028386886075949372,1.0,glycolysis,0.03330632911392405
ecoli,0.27848101265822783,0.030279278481012663,1.0,glycolysis,0.03330632911392405
ecoli,0.27848101265822783,0.032171670886075955,1.0,glycolysis,0.03330632911392405
ecoli,0.27848101265822783,0.03406406329113924,1.0,glycolysis,0.03330632911392405
ecoli,0.27848101265822783,0.03595645569620254,1.0,glycolysis,0.03330632911392405
ecoli,0.27848101265822783,0.037848848101265826,1.0,glycolysis,0.03330632911392405
ecoli,0.27848101265822783,0.03974124050632912,1.0,glycolysis,0.03330632911392405
ecoli,0.27848101265822783,0.04163363291139241,1.0,glycolysis,0.03330632911392405
ecoli,0.27848101265822783,0.043526025316455705,1.0,glycolysis,0.03330632911392405
ecoli,0.27848101265822783,0.04541841772151899,1.0,glycolysis,0.03330632911392405
ecoli,0.27848101265822783,0.04731081012658229,1.0,glycolysis,0.03330632911392405
ecoli,0.27848101265822783,0.049203202531645576,1.0,glycolysis,0.03330632911392405
ecoli,0.27848101265822783,0.05109559493670887,1.0,glycolysis,0.03330632911392405
ecoli,0.27848101265822783,0.05298798734177216,1.0,glycolysis,0.03330632911392405
ecoli,0.27848101265822783,0.054880379746835455,1.0,glycolysis,0.03330632911392405
ecoli,0.27848101265822783,0.05677277215189874,1.0,glycolysis,0.03330632911392405
ecoli,0.27848101265822783,0.05866516455696204,1.0,glycolysis,0.03330632911392405
ecoli,0.27848101265822783,0.060557556962025326,1.0,glycolysis,0.03330632911392405
ecoli,0.27848101265822783,0.062449949367088614,1.0,glycolysis,0.03330632911392405
ecoli,0.27848101265822783,0.06434234177215191,1.0,glycolysis,0.03330632911392405
ecoli,0.27848101265822783,0.0662347341772152,1.0,glycolysis,0.03330632911392405
ecoli,0.27848101265822783,0.06812712658227849,1.0,glycolysis,0.03330632911392405
ecoli,0.27848101265822783,0.07001951898734178,1.0,glycolysis,0.03330632911392405
ecoli,0.27848101265822783,0.07191191139240508,1.0,glycolysis,0.03330632911392405
ecoli,0.27848101265822783,0.07380430379746837,1.0,glycolysis,0.03330632911392405
ecoli,0.27848101265822783,0.07569669620253165,1.0,glycolysis,0.03330632911392405
ecoli,0.27848101265822783,0.07758908860759495,1.0,glycolysis,0.03330632911392405
ecoli,0.27848101265822783,0.07948148101265824,1.0,glycolysis,0.03330632911392405
ecoli,0.27848101265822783,0.08137387341772154,1.0,glycolysis,0.03330632911392405
ecoli,0.27848101265822783,0.08326626582278482,1.0,glycolysis,0.03330632911392405
ecoli,0.27848101265822783,0.08515865822784811,1.0,glycolysis,0.03330632911392405
ecoli,0.27848101265822783,0.08705105063291141,1.0,glycolysis,0.03330632911392405
ecoli,0.27848101265822783,0.0889434430379747,1.0,glycolysis,0.03330632911392405
ecoli,0.27848101265822783,0.09083583544303798,1.0,glycolysis,0.03330632911392405
ecoli,0.27848101265822783,0.09272822784810128,1.0,glycolysis,0.03330632911392405
ecoli,0.27848101265822783,0.09462062025316458,1.0,glycolysis,0.03330632911392405
ecoli,0.27848101265822783,0.09651301265822786,1.0,glycolysis,0.03330632911392405
ecoli,0.27848101265822783,0.09840540506329115,1.0,glycolysis,0.03330632911392405
ecoli,0.27848101265822783,0.10029779746835445,1.0,glycolysis,0.03330632911392405
ecoli,0.27848101265822783,0.10219018987341774,1.0,glycolysis,0.03330632911392405
ecoli,0.27848101265822783,0.10408258227848102,1.0,glycolysis,0.03330632911392405
ecoli,0.27848101265822783,0.10597497468354432,1.0,glycolysis,0.03330632911392405
ecoli,0.27848101265822783,0.10786736708860761,1.0,glycolysis,0.03330632911392405
ecoli,0.27848101265822783,0.10975975949367091,1.0,glycolysis,0.03330632911392405
ecoli,0.27848101265822783,0.11165215189873419,1.0,glycolysis,0.03330632911392405
ecoli,0.27848101265822783,0.11354454430379748,1.0,glycolysis,0.03330632911392405
ecoli,0.27848101265822783,0.11543693670886078,1.0,glycolysis,0.03330632911392405
ecoli,0.27848101265822783,0.11732932911392407,1.0,glycolysis,0.03330632911392405
ecoli,0.27848101265822783,0.11922172151898736,1.0,glycolysis,0.03330632911392405
ecoli,0.27848101265822783,0.12111411392405065,1.0,glycolysis,0.03330632911392405
ecoli,0.27848101265822783,0.12300650632911395,1.0,glycolysis,0.03330632911392405
ecoli,0.27848101265822783,0.12489889873417723,1.0,glycolysis,0.03330632911392405
ecoli,0.27848101265822783,0.12679129113924054,1.0,glycolysis,0.03330632911392405
ecoli,0.27848101265822783,0.12868368354430382,1.0,glycolysis,0.03330632911392405
ecoli,0.27848101265822783,0.1305760759493671,1.0,glycolysis,0.03330632911392405
ecoli,0.27848101265822783,0.1324684683544304,1.0,glycolysis,0.03330632911392405
ecoli,0.27848101265822783,0.1343608607594937,1.0,glycolysis,0.03330632911392405
ecoli,0.27848101265822783,0.13625325316455697,1.0,glycolysis,0.03330632911392405
ecoli,0.27848101265822783,0.13814564556962028,1.0,glycolysis,0.03330632911392405
ecoli,0.27848101265822783,0.14003803797468356,1.0,glycolysis,0.03330632911392405
ecoli,0.27848101265822783,0.14193043037974687,1.0,glycolysis,0.03330632911392405
ecoli,0.27848101265822783,0.14382282278481015,1.0,glycolysis,0.03330632911392405
ecoli,0.27848101265822783,0.14571521518987343,1.0,glycolysis,0.03330632911392405
ecoli,0.27848101265822783,0.14760760759493674,1.0,glycolysis,0.03330632911392405
ecoli,0.27848101265822783,0.14950000000000002,1.0,glycolysis,0.03330632911392405
ecoli,0.29050632911392404,1e-06,0.0,respiration,2.6e-05
ecoli,0.29050632911392404,0.0018933924050632913,0.040282248298441736,mixed,0.03318635205058944
ecoli,0.29050632911392404,0.003785784810126583,0.16242182734709285,mixed,0.03337685252494303
ecoli,0.29050632911392404,0.005678177215189874,0.28317508035766736,mixed,0.033567352999296626
ecoli,0.29050632911392404,0.007570569620253166,0.4025654770482328,mixed,0.033757853473650214
ecoli,0.29050632911392404,0.009462962025316456,0.5206159603375389,mixed,0.03394835394800379
ecoli,0.29050632911392404,0.011355354430379747,0.637348961043156,mixed,0.03413885442235735
ecoli,0.29050632911392404,0.013247746835443039,0.7527864120902319,mixed,0.03432935489671103
ecoli,0.29050632911392404,0.01514013924050633,0.8669497622497936,mixed,0.03451985537106455
ecoli,0.29050632911392404,0.017032531645569622,0.9798599894246123,mixed,0.03471035584541819
ecoli,0.29050632911392404,0.018924924050632914,1.0,glycolysis,0.03474455696202532
ecoli,0.29050632911392404,0.020817316455696205,1.0,glycolysis,0.03474455696202532
ecoli,0.29050632911392404,0.022709708860759497,1.0,glycolysis,0.03474455696202532
ecoli,0.29050632911392404,0.02460210126582279,1.0,glycolysis,0.03474455696202532
ecoli,0.29050632911392404,0.02649449367088608,1.0,glycolysis,0.03474455696202532
ecoli,0.29050632911392404,0.028386886075949372,1.0,glycolysis,0.03474455696202532
ecoli,0.29050632911392404,0.030279278481012663,1.0,glycolysis,0.03474455696202532
ecoli,0.29050632911392404,0.032171670886075955,1.0,glycolysis,0.03474455696202532
ecoli,0.29050632911392404,0.03406406329113924,1.0,glycolysis,0.03474455696202532
ecoli,0.29050632911392404,0.03595645569620254,1.0,glycolysis,0.03474455696202532
ecoli,0.29050632911392404,0.037848848101265826,1.0,glycolysis,0.03474455696202532
ecoli,0.29050632911392404,0.03974124050632912,1.0,glycolysis,0.03474455696202532
ecoli,0.29050632911392404,0.04163363291139241,1.0,glycolysis,0.03474455696202532
ecoli,0.29050632911392404,0.043526025316455705,1.0,glycolysis,0.03474455696202532
ecoli,0.29050632911392404,0.04541841772151899,1.0,glycolysis,0.03474455696202532
ecoli,0.29050632911392404,0.04731081012658229,1.0,glycolysis,0.03474455696202532
ecoli,0.29050632911392404,0.049203202531645576,1.0,glycolysis,0.03474455696202532
ecoli,0.29050632911392404,0.05109559493670887,1.0,glycolysis,0.03474455696202532
ecoli,0.29050632911392404,0.05298798734177216,1.0,glycolysis,0.03474455696202532
ecoli,0.29050632911392404,0.054880379746835455,1.0,glycolysis,0.03474455696202532
ecoli,0.29050632911392404,0.05677277215189874,1.0,glycolysis,0.03474455696202532
ecoli,0.29050632911392404,0.05866516455696204,1.0,glycolysis,0.03474455696202532
ecoli,0.29050632911392404,0.060557556962025326,1.0,glycolysis,0.03474455696202532
ecoli,0.29050632911392404,0.062449949367088614,1.0,glycolysis,0.03474455696202532
ecoli,0.29050632911392404,0.06434234177215191,1.0,glycolysis,0.03474455696202532
ecoli,0.29050632911392404,0.0662347341772152,1.0,glycolysis,0.03474455696202532
